id,batch,name,screen_name,profile_url,profile_image,description,location,url,followers_count,following_count,statuses_count,created_at
989,1,Om Malik,om,https://twitter.com/om,https://pbs.twimg.com/profile_images/2601170258/z3bo77mwfuz7ll7fd9z0_normal.jpeg,"Partner, True Ventures. Founder, Gigaom. Lover of possibilities. Believer in people. Indulges in imagineering.","ÜT: 37.795917,-122.39966",http://t.co/AvBTBie5fn,1378882,1425,37025,2006-07-15 05:53:13+00:00
36823,1,Anil Dash,anildash,https://twitter.com/anildash,https://pbs.twimg.com/profile_images/450813957461524480/iNanfzj4_normal.jpeg,Cofounder of @thinkup & @activateinc and blogger at http://t.co/Ytws16sDrz since 1999. Reach me at anil@dashes.com or 646 833-8659. I love NYC & the funk.,"NYC: 40.739069,-73.987082",http://t.co/ctwzbcrGdo,493895,2209,57748,2006-12-02 09:15:15+00:00
37570179,1,Michael Arrington,arrington,https://twitter.com/arrington,https://pbs.twimg.com/profile_images/378800000654181704/52e1a4162ad05f167fca1432630dac1c_normal.jpeg,Be Excellent To Each Other,"Palo Alto, CA",http://t.co/vFB8Ylff4H,182503,1630,12776,2009-05-04 02:20:17+00:00
13348,1,Robert Scoble,Scobleizer,https://twitter.com/Scobleizer,https://pbs.twimg.com/profile_images/378800000079754206/b0cff61f7e8af959a50d9636a56aad1e_normal.jpeg,"@Rackspace's Startup Liaison Officer, who grew up in Silicon Valley, brings you technology news, videos, and opinions.","Half Moon Bay, California, USA",http://t.co/EIFG1Db6U8,390051,42869,66007,2006-11-20 23:43:44+00:00
5746452,1,Walt Mossberg,waltmossberg,https://twitter.com/waltmossberg,https://pbs.twimg.com/profile_images/3569270561/e95260439557ec04c7979ad1c2202b41_normal.jpeg,"Co-Executive Editor, reviewer and columnist for Re/code. Find us at http://t.co/QtNr5qQEsH. Email me at walt@recode.net.","Washington, DC",http://t.co/QtNr5qQEsH,569280,555,5950,2007-05-03 17:30:11+00:00
9534522,1,David Pogue,Pogue,https://twitter.com/Pogue,https://pbs.twimg.com/profile_images/69259417/dp_photo__small__normal.jpg,"Tech columnist, Yahoo; PBS NOVA host; Missing Manuals creator, dad of 3!",USA,http://t.co/havf8hMO4h,1506968,1699,6134,2007-10-19 02:51:34+00:00
2384071,1,Tim O'Reilly,timoreilly,https://twitter.com/timoreilly,https://pbs.twimg.com/profile_images/2823681988/f4f6f2bed8ab4d5a48dea4b9ea85d5f1_normal.jpeg,"Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.","Sebastopol, CA",http://t.co/5086iX7oyT,1763018,1202,29580,2007-03-27 01:14:05+00:00
37303975,1,Claude Bruderlein,HumanTrends,https://twitter.com/HumanTrends,https://pbs.twimg.com/profile_images/2214242783/claude_bruderlein_normal.JPG,Strategic advisor at the @ICRC. Researcher and Instructor @Harvard. Promoting humanitarian innovations. Views are my own. RT≠ endorsement,"Geneva, Switzerland",http://t.co/XPoaYlynZ7,1833,1723,1468,2009-05-02 23:00:06+00:00
16334429,1,Intl Medical Corps,IMC_Worldwide,https://twitter.com/IMC_Worldwide,https://pbs.twimg.com/profile_images/870543816/IMC-logoM-blue-on-transparen_normal.jpg,International Medical Corps saves lives and relieves suffering through health care training and relief and development programs.,"ÜT: 34.018689,-118.483186",http://t.co/umQHpd9S3A,7404,2221,3055,2008-09-17 18:55:55+00:00
18338630,1,Islamic Relief USA,IslamicRelief,https://twitter.com/IslamicRelief,https://pbs.twimg.com/profile_images/435906287432241152/MIeQjNCV_normal.jpeg,"Islamic Relief USA strives to alleviate poverty, hunger, illiteracy, and diseases worldwide regardless of color, race, religion, or creed.","CA, IL, NJ, VA, TX",http://t.co/9QjbyAfUlt,31788,495,3129,2008-12-23 18:17:31+00:00
15545560,1,ActionAgainstHunger,acfusa,https://twitter.com/acfusa,https://pbs.twimg.com/profile_images/1152268835/acf-usa-logo-color_square_big_normal.jpg,Working to save the lives of severely malnourished people worldwide & implement long-term solutions to hunger.,"New York, USA",http://t.co/8vbedewzqB,10172,1054,4875,2008-07-22 23:23:49+00:00
50101725,1,Devex,devex,https://twitter.com/devex,https://pbs.twimg.com/profile_images/378800000447502242/86f54a6e72bc261eaa0442c699db4000_normal.png,Must-read news and jobs for aid workers and international development professionals from the world’s most popular global development website -  www.devex.com.,,http://www.Devex.com,29708,840,12109,2009-06-23 21:03:39+00:00
364316586,1,ICRC North America,ICRC_dc,https://twitter.com/ICRC_dc,https://pbs.twimg.com/profile_images/378800000120790480/db8e7ab0f46ee149603fdf25b60206b7_normal.jpeg,ICRC regional delegation for United States & Canada. Tweeting & blogging about armed conflict & humanitarian challenges – from drones to detention & beyond.,Washington DC,http://t.co/qlLtQrjDTy,2144,1350,1657,2011-08-29 15:32:09+00:00
11695602,1,Oxfam America,OxfamAmerica,https://twitter.com/OxfamAmerica,https://pbs.twimg.com/profile_images/2669758272/f04f223191788e3d46ddf40266177a39_normal.png,Oxfam America is a global organization working to right the wrong of poverty.,"Boston, MA",http://t.co/HdfsBVn9pl,194342,10773,11488,2007-12-31 18:31:06+00:00
22053725,1,Intl Rescue Comm IRC,theIRC,https://twitter.com/theIRC,https://pbs.twimg.com/profile_images/1750236817/irc-twitter-square_normal.png,"The International Rescue Committee (IRC) responds to the world’s worst humanitarian crises and helps people to survive and rebuild. 
RT & Follow ≠ endorsement",Worldwide,http://t.co/5050ZuBEaJ,48178,2311,6545,2009-02-26 20:03:10+00:00
14755492,1,Doctors w/o Borders,MSF_USA,https://twitter.com/MSF_USA,https://pbs.twimg.com/profile_images/2767072246/a86211e851acafb19a5abc92b540d379_normal.png,Providing medical aid where it's needed most.,"New York, NY",http://t.co/yj5qvnuRFO,383242,723,11416,2008-05-13 06:15:39+00:00
27830610,1,World Food Programme,WFP,https://twitter.com/WFP,https://pbs.twimg.com/profile_images/899668508/twitter_profile_03_normal.png,Fighting hunger worldwide. The United Nations World Food Programme is the world's largest humanitarian agency on the front lines against hunger.,Worldwide,http://t.co/NBbZaYFg71,650608,504,12906,2009-03-31 07:02:18+00:00
2303751216,1,FiveThirtyEight,FiveThirtyEight,https://twitter.com/FiveThirtyEight,https://pbs.twimg.com/profile_images/442370574040301568/j673s9Ue_normal.jpeg,"The home of Nate Silver's FiveThirtyEight on Twitter. Politics, Economics, Science, Life, Sports.","New York, NY",http://t.co/93tPMQEkgi,165738,63,401,2014-01-21 21:39:32+00:00
14420872,1,Simon Rogers,smfrogers,https://twitter.com/smfrogers,https://pbs.twimg.com/profile_images/378800000490745383/5724d9cc809d73aebc5f72f56ac3fd05_normal.png,"Datajournalist, and Data Editor at Twitter. Launch editor of Guardian Datablog. Author, Facts are Sacred http://t.co/bL5erqoI7z.  All views my own",San Francisco,http://t.co/2jh0njK05N,11633,1368,9291,2008-04-17 14:04:09+00:00
23751864,1,GuardianData,GuardianData,https://twitter.com/GuardianData,https://pbs.twimg.com/profile_images/2179716372/G_twitter_openPlat_normal.jpg,Facts you can use from the Guardian. Mash them up and tell us about it. Facts are Sacred: The power of data (Guardian Shorts) eBook http://t.co/mXWLXx51AE,"London, UK",http://t.co/Pi2Q5UL4Pw,43822,201,6334,2009-03-11 11:58:09+00:00
303687748,1,DataDrivenJournalism,ddjournalism,https://twitter.com/ddjournalism,https://pbs.twimg.com/profile_images/1556110992/twitter_profilepicture_normal.png,"We are @ejcnet and we run http://t.co/1gjMNuhT, http://t.co/3sgDSxqA, data journalism mailing list (http://t.co/BsfYqRvV). Data journalism hashtag #ddj",,http://t.co/ebKj16B6AB,11055,1062,2621,2011-05-23 08:45:01+00:00
48784644,1,Toby Lanzer,tobylanzer,https://twitter.com/tobylanzer,https://pbs.twimg.com/profile_images/378800000362426429/ef59b0df785e31e9bba16fa981162041_normal.jpeg,UN assistant secretary-general. In Juba as deputy special representative and development and humanitarian coordinator. Resilience. Aid. Peacebuilding.,#SouthSudan,http://t.co/WPQz2QHl37,6520,238,1922,2009-06-19 18:26:29+00:00
501968170,1,School of Data,SchoolOfData,https://twitter.com/SchoolOfData,https://pbs.twimg.com/profile_images/2822971173/b9d550947c055919ea856bba60e2e5c5_normal.png,"Teaching data wrangling skills by doing. Work with real data, real people, real world issues. A project of @OKFN and friends.",,http://t.co/yT5edUBNcc,6908,697,1124,2012-02-24 17:25:57+00:00
1195960238,1,UNOCHA South Sudan,OCHASouthSudan,https://twitter.com/OCHASouthSudan,https://pbs.twimg.com/profile_images/428878916955041792/HYJ-0Dey_normal.png,United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA) in South Sudan,,http://t.co/PHqbbsPD7O,5437,253,1072,2013-02-19 05:12:45+00:00
793517,1,Tariq Khokhar,tkb,https://twitter.com/tkb,https://pbs.twimg.com/profile_images/651992556/tk-profile-bw-450_normal.jpg,"Data Scientist and Open Data Evangelist at The World Bank. Technology, development, design, #dataviz. Some science, statistics & swearing. Brit. I cycle a lot.",Washington DC,http://t.co/QXf2QSUjXn,4972,1968,9178,2007-02-25 07:42:50+00:00
1029631,1,Nigel Snoad,spangledrongo,https://twitter.com/spangledrongo,https://pbs.twimg.com/profile_images/27613962/61942420_4686602214c_normal.jpg,"Google, Crisis, Civics, design, resilience, data, societal networks and all that. 
But really it's simple:
bicycles + Brooklyn + daughter = happy","Brooklyn, NY",http://t.co/zAZ61k8RE8,742,115,1249,2007-03-12 18:04:14+00:00
294056626,1,Shadrock Roberts,Shadrocker,https://twitter.com/Shadrocker,https://pbs.twimg.com/profile_images/3584196654/64bbf89a46e1b5286936d866fdbe07bb_normal.png,Director of the Resilience Responsiveness Initiative @Ushahidi: Opinions belong to one of the many voices in my head. Interests: #geography #refugees #IDPs,"Athens, GA (sometimes)",http://t.co/IFf5ZBJxia,704,471,999,2011-05-06 13:14:21+00:00
15748351,1,Infochimps,infochimps,https://twitter.com/infochimps,https://pbs.twimg.com/profile_images/1652358055/chimpmark_normal.gif,"Infochimps, a CSC Big Data Business makes it faster, easier & far less complex to build & manage Big Data apps in the cloud & quickly deliver insights.","Austin, Texas",http://t.co/x4b92kTQeK,9423,2901,4471,2008-08-06 10:34:37+00:00
17053097,1,Hadley Beeman,hadleybeeman,https://twitter.com/hadleybeeman,https://pbs.twimg.com/profile_images/1689768600/IMG_2849d_headshot_786x786_normal.jpg,Architect for #opendata & #openstandards. Advisor on technology policy. Co-founder of @300_Seconds. Data geek. Active in UK gov and W3C; views mine.,London,http://t.co/tboYFM7M4C,8300,4484,19757,2008-10-29 21:53:20+00:00
15101375,1,David Eaves,daeaves,https://twitter.com/daeaves,https://pbs.twimg.com/profile_images/63542385/favicon_me_normal.PNG,"Connecting: open innovation, data, public service renewal, public policy, open-source, & gov 2.0 with negotiation, collaboration, life, fun & rockband drumming","Vancouver, BC",http://t.co/gU9sjJPmDM,8619,507,9588,2008-06-12 21:24:05+00:00
115660120,1,EC Open Data Policy,EC_opendata,https://twitter.com/EC_opendata,https://pbs.twimg.com/profile_images/705574236/reuseable_normal.png,European Commission Unit responsable for the policy on the re-use of Public Sector Information... or open data policy.,Luxembourg,http://t.co/PfZfuu4SpC,5286,846,3386,2010-02-19 13:14:40+00:00
36683668,1,USAID,USAID,https://twitter.com/USAID,https://pbs.twimg.com/profile_images/1761947716/Vertical_RGB_600_normal.jpg,"USAID is the lead U.S. Government agency that works to end extreme global poverty and enable resilient, democratic societies to realize their potential.",,http://t.co/kTOmf6Bq07,358355,1502,14109,2009-04-30 15:08:07+00:00
18634164,1,Michelle Delaney,michelledelaney,https://twitter.com/michelledelaney,https://pbs.twimg.com/profile_images/430659673742528512/h1GBWe_c_normal.jpeg,Irish | @UNOCHA  Communication Officer in South Sudan,Juba,http://t.co/Uldn5pmTpr,2153,863,642,2009-01-05 15:23:49+00:00
37268261,1,Andrew Alspach,aalspach,https://twitter.com/aalspach,https://pbs.twimg.com/profile_images/1404130909/profile_pic_OCHAnet_jpg_normal.jpg,Humanitarian Emergency Response | Geo-data | Information Management |  Visualization | Driving Innovation for Practical Solutions  Tweets are my own.,Geneva,http://t.co/JrS2eqpg6r,263,194,155,2009-05-02 19:51:59+00:00
16017475,1,Nate Silver,NateSilver538,https://twitter.com/NateSilver538,https://pbs.twimg.com/profile_images/378800000188475595/9048bff5190578d8e2c558dca3606fbb_normal.png,"Editor-in-Chief, FiveThirtyEight. Author, The Signal and the Noise (http://t.co/9mLliQYI8N). Sports/politics/food geek.",New York,http://t.co/9mLliQYI8N,696603,675,8400,2008-08-27 20:56:45+00:00
2420236676,1,PersonalData&Privacy,OpenDataPrivacy,https://twitter.com/OpenDataPrivacy,https://pbs.twimg.com/profile_images/450558564013064193/ZpvrBWOp_normal.png,"Exploring the intersection of personal data, open data and privacy. An @OKFN and @OpenRightsGroup project 
http://t.co/1sz5EEuwa1",,,172,360,93,2014-03-31 08:48:28+00:00
12676892,1,jcrowley,jcrowley,https://twitter.com/jcrowley,https://pbs.twimg.com/profile_images/190531419/jc_snow_normal.jpg,"Humanitarian, technologist, historian, cellist, in reverse chronological order. World Bank | GFDRR | Harvard Humanitarian Initiative","Washington, DC",http://t.co/eL3aRlneDP,963,357,334,2008-01-25 09:43:14+00:00
275339576,1,Robert Banick,RBanick,https://twitter.com/RBanick,https://pbs.twimg.com/profile_images/378800000443746464/a1f9051ac75890db1efa980a4a04b936_normal.jpeg,"Making maps with stuff, responding to disasters and everything in between. I dig my work @RedCross.","Washington, D.C.",,429,365,940,2011-04-01 02:46:12+00:00
18088367,1,Denice W. Ross,denicewross,https://twitter.com/denicewross,https://pbs.twimg.com/profile_images/454090008538804225/4dMi3bWj_normal.jpeg,"Card-carrying member of the Data Liberation Front embedded in New Orleans City Hall working hard to make local gov more efficient, effective and equitable.","New Orleans, LA",http://t.co/KpZ53FegeE,416,434,422,2008-12-12 23:01:23+00:00
12456402,1,Ushahidi,ushahidi,https://twitter.com/ushahidi,https://pbs.twimg.com/profile_images/2568557529/2drs573746r33u10eekw_normal.png,"We are a non-profit tech company that specializes in developing free and open source software for information collection,visualization and interactive mapping.",Africa (mostly),http://t.co/GsLOHu0LMK,48861,371,5901,2008-01-20 11:59:18+00:00
106840674,1,CrisisMappers,CrisisMappers,https://twitter.com/CrisisMappers,https://pbs.twimg.com/profile_images/823634625/9_normal.PNG,The Humanitarian Technology Network,Global,http://t.co/yY25vyHQeS,10246,42,16314,2010-01-20 21:28:15+00:00
230753361,1,Standby Task Force,SBTaskForce,https://twitter.com/SBTaskForce,https://pbs.twimg.com/profile_images/1207940681/Picture_4_normal.png,The Standby Task Force is a group of volunteers that put their skills at the service of crisis mapping deployments around the world.,Global,http://t.co/UwpyoncVUS,1918,139,583,2010-12-26 15:31:18+00:00
1310094163,1,DHNetwork,Digihums,https://twitter.com/Digihums,https://pbs.twimg.com/profile_images/3480712527/df3bdf345cef837a89836922ce7b4b0c_normal.png,"An interface between traditional humanitarian organizations and digital networks, providing activation mechanisms to humanitarian emergencies.",Geneva,http://t.co/OAaLXEweJC,539,236,798,2013-03-28 10:11:39+00:00
361135478,1,ACAPS,ACAPSproject,https://twitter.com/ACAPSproject,https://pbs.twimg.com/profile_images/2609504577/f41hsc8pnqislypnsk4v_normal.png,"ACAPS is dedicated to improve the assessment of needs before, during and after crises. We provide tools, know-how and training to humanitarian actors.",Geneva,http://t.co/hChGfJzjbZ,866,157,354,2011-08-24 09:20:30+00:00
143219398,1,GFDRR,GFDRR,https://twitter.com/GFDRR,https://pbs.twimg.com/profile_images/897116955/GFDRR_Logo_Globe_normal.jpg,Reducing vulnerability to natural hazards in a changing climate.,"Washington, DC",http://t.co/xQFCMCvU85,1634,597,1422,2010-05-12 22:40:42+00:00
2175958220,1,UNHCR IM Network,UNHCRIM,https://twitter.com/UNHCRIM,https://pbs.twimg.com/profile_images/440878609129955328/PzlYU-C2_normal.jpeg,Connecting Information Managers in @Refugees operations & beyond. Tweets from the IM team & #OpenData fans at #UNHCR HQ. RT ≠ endorsement.,Geneva,,135,301,67,2013-11-05 12:11:44+00:00
442688702,1,Matthew Devin Conway,md_conway,https://twitter.com/md_conway,https://pbs.twimg.com/profile_images/451038527677931521/Hz5Ufm5z_normal.png,"Primarily following developments in Great Lakes, Horn of Africa. Tweets are my own. RTs ≠ endorsements.","Nairobi, Kenya",,250,495,354,2011-12-21 10:55:25+00:00
18982924,1,Mark Bidder,Jipe82,https://twitter.com/Jipe82,https://pbs.twimg.com/profile_images/434102856258314240/ez_1cPi9_normal.jpeg,Operations manager at OCHA/IRIN; dabbles in the creative arts; occasional mountain-biker.,Kenya,,154,246,288,2009-01-14 16:58:45+00:00
278009484,1,raven + crow studio,RavenAndCrow,https://twitter.com/RavenAndCrow,https://pbs.twimg.com/profile_images/2649560188/0fb5b6afd41e255e8ab4dd5561c1b629_normal.png,raven + crow studio is a 'lil brooklyn-based graphic design studio that specializes in not being jerks.,"brooklyn, ny",http://t.co/wbwD7QLPuH,422,749,6732,2011-04-06 12:33:09+00:00
106757305,1,Logistics Cluster,logcluster,https://twitter.com/logcluster,https://pbs.twimg.com/profile_images/378800000645645174/b2b160b4be22c54ef494df1f44530f57_normal.png,The Logistics Cluster provides logistics coordination for all humanitarian actors responding to an emergency.,"Rome, Italy",http://t.co/memRJRqSk0,725,455,1047,2010-01-20 16:09:17+00:00
58469461,1,MapAction,mapaction,https://twitter.com/mapaction,https://pbs.twimg.com/profile_images/378800000264217611/6bee178ba5dda1e014bdd02585631ae5_normal.jpeg,International disaster mapping charity that maps priority needs in a humanitarian emergency so relief aid is targeted to help those in greatest need.,"UK, Germany, Trinidad, Guyana",http://t.co/GqiALGUcGd,4033,567,1745,2009-07-20 13:12:33+00:00
27008927,1,Eva Modvig,EvaModvig,https://twitter.com/EvaModvig,https://pbs.twimg.com/profile_images/1704397392/EvaM_normal.jpg,"Thinking about humanitarian affairs, #commisaid & #smem.  Communications & reporting for @UNOCHA in Myanmar.Tweets are my own",,,546,1149,237,2009-03-27 14:03:04+00:00
21120253,1,Ben Parker,BenParker140,https://twitter.com/BenParker140,https://pbs.twimg.com/profile_images/2196435714/avatar_normal.JPEG,"Former @UNSomalia based in Mogadishu. Ex @irinnews, @OCHA_Syria. Tweeting in a personal capacity.",Kenya/UK,,4113,3164,6005,2009-02-17 19:26:04+00:00
1243054812,1,UNICEF Innovation,UNICEFinnovate,https://twitter.com/UNICEFinnovate,https://pbs.twimg.com/profile_images/378800000330216632/6669e95ab88f360c57ffdb61d2064f12_normal.jpeg,"UNICEF’s Tech Innovation initiatives, resources, media coverage, development and stories from the UNICEF Innovation. #uinnovate","New York, NY",http://t.co/EE0PSXlyH5,1510,175,499,2013-03-05 07:02:01+00:00
537635618,1,Mark Slezak,mzslezak,https://twitter.com/mzslezak,https://pbs.twimg.com/profile_images/2677572413/b34cc30627be8c83fc1d6cfbb572c9dd_normal.jpeg,,,,9,91,3,2012-03-26 22:55:59+00:00
263176702,1,IATI,IATI_aid,https://twitter.com/IATI_aid,https://pbs.twimg.com/profile_images/1266838498/IATI_logo_Twitter_smll_normal.png,"The International Aid Transparency Initiative aims to make information about aid and development spending easier to access, use and understand #IATI",,http://t.co/V6Qh28P7fp,2810,1181,1270,2011-03-09 15:00:03+00:00
1946493157,1,Za'atari Camp,ZaatariCamp,https://twitter.com/ZaatariCamp,https://pbs.twimg.com/profile_images/378800000654706502/00eef9b2628c1bc204347228820dbff7_normal.png,"Vast, dusty and unpredictable, this remarkable stretch of desert is home to thousands of Syrian refugees. Tweets by UNHCR. Follow for photos, stories and news.","Mafraq Governorate, Jordan",,6078,102,474,2013-10-08 10:17:31+00:00
362585949,1,Opendata.ch,OpendataCH,https://twitter.com/OpendataCH,https://pbs.twimg.com/profile_images/2275597832/rkcs2zdz9h3c8jfw7lbo_normal.png,"Association facilitating Open (Gov) Data in Switzerland by bringing together public servants, ideators, designers & developers - join us! @okfn's Swiss chapter",Switzerland,http://t.co/Y9qlOVPjxH,1932,1149,1432,2011-08-26 17:00:43+00:00
153350471,1,Open Data Paris,opendataParis,https://twitter.com/opendataParis,https://pbs.twimg.com/profile_images/2042585364/avatar_paris_data3_normal.jpg,Canal d'infos et d'échanges sur la politique #OpenData de la Ville de @Paris...,Paris,http://t.co/OTf9NmeOX7,3983,79,467,2010-06-08 09:30:48+00:00
94381654,1,Opendata Hackday,opendatahack,https://twitter.com/opendatahack,https://pbs.twimg.com/profile_images/1638541534/logo_normal.jpg,Hackday on opendata & opengovernment am 3. Dezember 2011,"Berlin, Germany",http://t.co/3CIHRrAqrC,556,281,28,2009-12-03 18:12:29+00:00
12641582,1,REFUNITE,refunite,https://twitter.com/refunite,https://pbs.twimg.com/profile_images/430701844742950913/w5p_-zNp_normal.jpeg,REFUNITE is an online and mobile tracing tool helping refugees reconnect with family they have lost contact to during escape.,m.refunite.org,http://t.co/Ef8eWT5mtf,54343,1724,2424,2008-01-24 14:51:12+00:00
2196152420,1,Javier Teran,OCHASTATS,https://twitter.com/OCHASTATS,https://pbs.twimg.com/profile_images/378800000743256160/9fa1d580cf4c4bf4701ff2450695883b_normal.png,Statistician,New York,,3,71,0,2013-11-15 15:18:25+00:00
1672632270,1,WorldPopProject,WorldPopProject,https://twitter.com/WorldPopProject,https://pbs.twimg.com/profile_images/378800000301310123/e28e3bced8b5dd54966f9326c6fda798_normal.jpeg,,,,98,71,14,2013-08-15 08:48:23+00:00
14438300,1,luishernando,luishernando,https://twitter.com/luishernando,https://pbs.twimg.com/profile_images/420135512263753728/Lr7_US67_normal.jpeg,Working here- United Nations Office For Coordination Of Humanitarian Affairs OCHA Colombia.tweets are mine,Bogotá,http://t.co/6wiLJoVzr0,1482,1097,6837,2008-04-18 22:38:38+00:00
16143105,1,Open Knowledge,OKFN,https://twitter.com/OKFN,https://pbs.twimg.com/profile_images/456057333873778688/_mRI2nLY_normal.png,See how data can change the world,Global,http://t.co/d3HbywcrZi,17149,895,5127,2008-09-05 12:34:52+00:00
300866884,1,CKAN,CKANproject,https://twitter.com/CKANproject,https://pbs.twimg.com/profile_images/3196054361/088d759d8cc8bcd16fc6869e8227f248_normal.png,"The #opensource #opendata platform. Powering http://t.co/GdXNmN65Sf, http://t.co/SFdQI1rKHL & portals around the world: http://t.co/YEGynxgDgM. An @OKFN project",Everywhere soon,http://t.co/utr04rcgEM,4470,285,935,2011-05-18 13:58:30+00:00
